Age,Gender,Country,City,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Signup_Quarter
25.0,Male,Japan,Osaka,1.2,24.0,48.8,9.7,28.2,11.0,18.0,104.41,6.0,40.2,6.8,27.1,1.0,7.0,58.0,36.1,2.0,1838.95,1887.0,Q1
32.0,Female,USA,Phoenix,2.6,0.0,11.7,3.0,74.6,1.0,7.0,146.49,18.0,49.7,1.1,13.7,4.0,0.0,0.0,14.4,1.0,837.87,1634.0,Q1
35.0,Male,USA,Houston,3.5,1.0,13.0,,68.5,1.0,10.0,52.47,59.0,11.6,1.6,18.0,10.0,3.0,6.4,1.1,5.0,610.15,1825.0,Q3
37.0,Female,Germany,Hamburg,1.2,0.0,18.8,3.9,69.4,0.0,3.0,119.89,0.0,70.9,4.5,11.3,11.0,0.0,18.6,0.9,1.0,406.0,835.0,Q1
43.0,Female,UK,Manchester,2.4,2.0,10.7,4.8,91.6,0.0,3.9,156.91,85.0,27.72,0.1,19.8,,,,9.3,3.0,382.35,1011.0,Q4
49.0,Male,Canada,Vancouver,6.9,1.0,10.3,7.3,40.8,0.0,11.0,133.54,2.0,54.7,6.8,1.8,10.0,1.0,6.4,7.8,3.0,1674.27,116.0,Q2
39.0,Male,UK,London,1.1,28.0,52.3,13.3,27.6,12.0,29.0,143.24,71.0,9.2,2.9,47.9,2.0,5.0,66.0,33.6,2.0,3596.08,3223.0,Q3
23.0,Male,USA,Phoenix,1.0,14.0,31.0,8.4,44.9,4.0,9.0,175.28,47.0,18.6,16.1,14.8,4.0,4.0,40.5,21.9,1.0,1833.66,2637.0,Q1
47.0,Female,Australia,Adelaide,0.1,14.0,23.7,,56.1,5.0,11.0,133.19,62.0,48.1,8.6,32.5,6.0,3.0,15.6,31.0,3.0,1300.6,2264.0,Q2
26.0,Female,USA,Houston,1.5,3.0,17.2,,64.8,0.0,5.2,111.21,47.0,,,,5.0,0.0,40.1,1.1,,469.07,0.0,Q4
26.0,Female,India,Bangalore,0.1,6.0,27.2,5.6,53.9,6.0,20.8,79.69,18.0,17.4,1.8,16.1,4.0,4.0,45.6,17.0,1.0,1375.76,1117.0,Q4
30.0,Female,USA,Phoenix,1.8,11.0,27.3,4.7,57.1,1.0,9.0,123.82,95.0,42.1,4.9,11.9,6.0,1.0,0.0,17.6,2.0,1002.06,638.0,Q3
50.0,Male,UK,Manchester,0.7,0.0,16.1,2.7,88.5,0.0,6.0,97.82,67.0,21.0,6.4,19.1,4.0,2.0,6.1,7.3,4.0,652.5,1292.0,Q1
25.0,Female,Japan,Kyoto,2.2,11.0,18.5,5.3,52.4,,11.7,69.94,44.0,46.56,8.0,26.2,9.0,2.0,2.9,,1.0,547.5,1832.0,Q4
40.0,Male,USA,Houston,5.9,1.0,11.1,3.5,79.3,3.0,13.0,112.32,17.0,16.0,5.8,6.7,8.0,1.0,21.2,5.0,3.0,1677.49,0.0,Q1
27.0,Male,UK,Birmingham,3.9,7.0,17.7,8.6,55.1,3.0,9.0,166.13,,38.3,6.5,15.7,6.0,4.0,40.7,16.7,3.0,1564.06,737.0,Q3
45.0,Female,Australia,Sydney,3.2,33.0,52.0,18.4,0.0,9.0,25.0,68.64,27.0,58.7,0.4,63.8,0.0,6.0,,40.2,1.0,1806.69,,Q1
21.0,Male,USA,Houston,5.0,3.0,20.3,4.3,76.8,0.0,5.0,71.82,6.0,38.4,2.2,0.0,7.0,3.0,,17.5,1.0,324.18,413.0,Q1
37.0,Male,Australia,Brisbane,4.9,1.0,20.3,6.6,77.9,3.0,17.0,99.58,11.0,16.4,7.2,5.8,4.0,0.0,41.3,13.3,3.0,1783.71,1795.0,Q1
20.0,Female,Australia,Adelaide,3.1,4.0,24.5,5.0,63.5,3.0,11.0,69.86,6.0,78.7,4.2,5.6,2.0,1.0,,9.9,2.0,634.75,3914.0,Q3
37.0,Male,USA,Houston,3.4,17.0,44.2,12.4,38.8,4.0,22.1,165.14,30.0,40.68,5.8,44.3,4.0,7.0,52.0,,1.0,2376.64,1697.0,Q4
37.0,Female,USA,Chicago,1.6,30.0,33.0,10.8,55.2,5.0,15.0,93.18,20.0,51.5,6.6,6.6,6.0,6.0,16.1,23.2,2.0,1232.04,2456.0,Q3
40.0,Female,UK,Birmingham,2.6,14.0,37.6,12.0,47.8,4.0,16.900000000000002,94.44,28.0,66.84,2.2,49.8,4.0,5.0,,25.8,3.0,1367.07,3004.0,Q4
30.0,Male,USA,Los Angeles,1.2,9.0,28.9,8.8,34.0,6.0,27.0,47.62,5.0,6.5,1.5,40.5,4.0,5.0,30.5,27.6,5.0,1288.78,2586.0,Q2
31.0,Female,USA,Los Angeles,1.7,9.0,16.9,2.6,58.8,2.0,15.0,100.03,16.0,31.3,7.0,18.7,12.0,2.0,0.0,24.4,1.0,1257.27,1906.0,Q3
46.0,Female,Canada,Ottawa,1.6,3.0,,3.6,86.2,,10.4,135.6,21.0,19.32,7.6,17.6,6.0,0.0,50.1,8.6,1.0,1245.73,1400.0,Q4
52.0,Female,Japan,Nagoya,1.2,1.0,33.1,,46.4,6.0,13.0,119.37,7.0,92.9,1.9,12.1,5.0,,22.5,29.5,1.0,1566.63,1870.0,Q2
47.0,Female,USA,Phoenix,3.6,10.0,26.2,10.7,48.7,4.0,11.0,83.65,46.0,32.5,11.9,25.9,5.0,2.0,23.4,14.8,4.0,757.15,2243.0,Q3
47.0,Male,USA,Chicago,7.2,18.0,39.3,11.5,16.5,15.0,22.0,80.57,2.0,73.9,10.6,40.2,2.0,4.0,32.8,31.8,2.0,1625.64,4221.0,Q2
33.0,Female,USA,Los Angeles,2.3,11.0,28.2,7.4,82.3,2.0,10.0,134.59,0.0,59.3,9.1,5.4,6.0,3.0,,17.3,4.0,1407.97,1809.0,Q2
30.0,Male,Australia,Brisbane,3.1,28.0,31.9,13.1,30.4,5.0,23.0,89.69,25.0,3.3,10.2,22.8,8.0,4.0,59.9,28.0,1.0,2266.61,1859.0,Q2
43.0,Female,France,Toulouse,8.2,5.0,26.7,8.0,50.7,6.0,15.6,173.21,1.0,40.8,17.1,25.3,7.0,3.0,,26.1,2.0,1823.59,2845.0,Q4
37.0,Male,Canada,Ottawa,2.7,14.0,35.5,5.3,56.3,,11.0,105.19,106.0,47.0,1.0,15.3,3.0,2.0,23.7,21.2,3.0,994.49,3537.0,Q2
41.0,Male,UK,Birmingham,1.6,9.0,25.8,5.7,60.9,5.0,14.0,177.31,,79.7,2.6,11.7,7.0,2.0,30.0,13.4,2.0,2109.51,643.0,Q2
24.0,Male,Germany,Cologne,8.8,22.0,20.2,,63.4,4.0,16.0,146.5,6.0,2.8,2.9,19.0,4.0,3.0,,22.4,1.0,2719.29,3171.0,Q3
34.0,Male,UK,London,0.8,9.0,14.6,6.0,59.3,3.0,8.0,88.01,24.0,11.6,8.5,16.3,6.0,0.0,2.1,7.7,2.0,715.82,324.0,Q1
46.0,Female,France,Toulouse,1.6,14.0,34.3,8.0,30.8,8.0,15.0,141.61,57.0,47.1,4.9,13.8,4.0,0.0,32.0,29.2,3.0,2407.24,4243.0,Q2
20.0,Female,France,Toulouse,1.2,10.0,32.0,10.9,60.3,3.0,11.0,71.6,5.0,,6.1,15.4,6.0,3.0,19.3,16.4,5.0,751.87,1209.0,Q2
19.0,Male,Canada,Calgary,5.3,24.0,37.0,15.8,13.9,8.0,16.0,179.54,15.0,,,30.5,3.0,4.0,59.9,33.4,2.0,3229.83,2307.0,Q3
43.0,Female,Canada,Calgary,2.0,31.0,45.4,,20.1,7.0,29.9,191.67,5.0,49.68,0.1,31.4,5.0,5.0,44.8,49.8,1.0,4757.71,4189.0,Q4
36.0,Female,Japan,Tokyo,1.1,18.0,21.0,11.9,41.2,,22.0,132.25,10.0,40.1,2.1,30.7,3.0,6.0,54.4,18.5,4.0,2803.17,2857.0,Q1
38.0,Male,Australia,Perth,4.9,6.0,21.5,5.1,67.9,1.0,7.800000000000001,94.99,,71.75999999999999,6.3,4.3,5.0,0.0,,11.3,3.0,584.14,512.0,Q4
41.0,Male,Canada,Ottawa,4.5,17.0,31.0,15.0,63.6,7.0,14.0,133.47,22.0,46.5,3.2,16.8,6.0,5.0,35.3,25.7,3.0,2163.33,3441.0,Q2
49.0,Male,USA,Phoenix,2.9,12.0,26.3,11.0,77.4,5.0,18.2,139.52,29.0,26.04,11.4,3.0,8.0,3.0,13.1,9.0,2.0,1602.62,1927.0,Q4
47.0,Female,Japan,Yokohama,1.6,16.0,32.2,10.7,36.4,5.0,16.0,120.29,,26.0,3.9,23.9,5.0,6.0,51.5,23.3,1.0,1963.82,3686.0,Q3
40.0,Female,Australia,Adelaide,3.3,20.0,30.9,14.2,63.4,5.0,13.0,221.71,4.0,8.4,5.2,12.9,3.0,5.0,40.2,23.4,1.0,2992.62,3136.0,Q1
,Female,USA,New York,1.5,20.0,41.1,12.8,29.3,5.0,20.0,93.77,31.0,33.9,1.1,49.1,5.0,3.0,75.8,29.3,2.0,1885.3,3055.0,Q3
28.0,Female,USA,Los Angeles,3.6,18.0,27.4,7.6,39.1,6.0,13.0,119.23,21.0,,12.9,9.5,10.0,2.0,,16.0,2.0,1391.55,1610.0,Q4
18.0,Female,India,Mumbai,2.3,10.0,36.5,15.3,21.5,12.0,19.0,69.51,58.0,81.0,8.9,52.3,1.0,8.0,34.8,,3.0,1470.26,4217.0,Q3
42.0,Female,USA,Houston,5.7,20.0,31.1,11.0,44.1,8.0,15.0,105.49,,34.0,0.5,16.3,4.0,4.0,52.3,24.5,5.0,1303.25,3606.0,Q1
18.0,Female,Germany,Frankfurt,2.6,4.0,17.8,2.3,71.9,2.0,5.0,118.73,39.0,44.7,11.9,10.3,10.0,,6.5,9.1,1.0,575.38,1057.0,Q3
48.0,Female,Canada,Montreal,9.4,5.0,41.6,11.9,49.9,10.0,18.0,159.49,108.0,59.7,0.4,32.2,4.0,1.0,67.9,24.0,2.0,3139.59,4632.0,Q2
26.0,Male,Germany,Cologne,4.6,8.0,22.8,5.1,57.9,1.0,14.3,132.37,8.0,26.76,1.7,18.3,9.0,,,12.0,3.0,1720.8,1392.0,Q4
,Male,Australia,Melbourne,0.9,0.0,20.9,3.9,67.4,0.0,5.0,159.84,29.0,48.9,1.0,11.5,4.0,0.0,16.0,10.7,5.0,664.48,0.0,Q1
35.0,Male,USA,Houston,4.5,20.0,30.3,10.7,48.2,4.0,12.0,93.69,61.0,33.5,3.7,32.9,4.0,6.0,,17.0,2.0,944.93,652.0,Q2
51.0,Male,Canada,Calgary,2.3,20.0,30.4,10.6,40.1,9.0,15.0,112.42,,49.5,3.0,33.5,5.0,7.0,66.6,25.6,3.0,1681.6,2995.0,Q1
46.0,Female,Canada,Toronto,3.3,16.0,33.5,9.4,41.9,3.0,11.0,60.02,6.0,38.8,0.5,41.9,8.0,1.0,27.6,17.9,1.0,564.62,1619.0,Q2
39.0,Female,UK,Leeds,2.3,2.0,3.3,4.7,80.0,3.0,4.0,147.63,6.0,16.2,18.6,9.5,8.0,0.0,0.0,3.5,3.0,531.79,3354.0,Q3
28.0,Male,Germany,Cologne,1.0,3.0,16.7,4.5,69.3,2.0,7.0,57.61,2.0,11.1,6.5,3.2,8.0,2.0,22.8,16.0,2.0,416.95,0.0,Q2
42.0,Female,Germany,Cologne,1.3,0.0,16.8,6.9,92.6,0.0,5.0,69.26,2.0,27.8,16.3,16.2,7.0,0.0,,12.4,3.0,286.13,1004.0,Q3
40.0,Female,USA,Houston,1.3,6.0,27.4,5.4,60.6,5.0,7.0,117.07,19.0,55.6,18.5,22.3,7.0,3.0,7.6,,3.0,892.37,2363.0,Q1
29.0,Male,Canada,Ottawa,2.9,6.0,10.2,5.9,89.7,0.0,2.6,80.76,51.0,47.64,5.5,0.0,8.0,0.0,31.2,7.8,2.0,172.1,447.0,Q4
46.0,Female,UK,Manchester,1.8,9.0,27.3,,53.9,1.0,16.0,59.77,42.0,69.9,18.2,24.1,6.0,3.0,,7.6,1.0,776.71,679.0,Q2
19.0,Male,Canada,Toronto,1.0,3.0,16.3,4.0,79.5,4.0,4.0,102.31,11.0,26.2,4.2,11.8,4.0,1.0,10.8,4.6,4.0,340.98,,Q3
24.0,Male,Canada,Montreal,2.9,1.0,,,65.8,1.0,8.0,132.37,,39.5,6.2,2.2,6.0,0.0,27.3,19.4,2.0,900.26,965.0,Q3
38.0,Female,Australia,Adelaide,3.2,17.0,24.3,,56.8,4.0,14.0,190.24,23.0,7.8,7.7,35.0,4.0,2.0,41.5,26.0,3.0,2657.21,277.0,Q1
18.0,Female,USA,Chicago,2.8,18.0,43.4,15.4,63.2,7.0,29.9,82.28,31.0,87.6,,42.3,4.0,,57.1,28.9,2.0,1718.77,3352.0,Q4
34.0,Female,Germany,Frankfurt,3.9,4.0,19.5,5.2,80.8,,5.0,95.56,53.0,32.4,0.3,24.2,6.0,1.0,1.2,10.0,1.0,531.92,1648.0,Q3
48.0,Female,USA,New York,1.2,14.0,25.1,8.7,53.1,2.0,16.0,134.33,6.0,32.4,5.8,19.2,5.0,5.0,50.7,24.9,1.0,1988.95,1780.0,Q3
39.0,Female,USA,Los Angeles,2.8,0.0,15.2,1.0,68.6,0.0,7.800000000000001,65.62,39.0,32.64,8.0,0.4,9.0,0.0,26.1,,4.0,403.98,595.0,Q4
39.0,Male,Canada,Montreal,0.9,13.0,23.1,8.1,54.1,,20.0,177.05,,18.7,2.5,26.8,6.0,2.0,19.9,,3.0,3914.28,1740.0,Q1
42.0,Male,USA,Chicago,2.3,4.0,9.7,4.4,63.4,3.0,19.0,108.8,16.0,39.1,0.6,13.9,7.0,0.0,14.0,6.1,2.0,1911.72,273.0,Q3
37.0,Female,USA,Houston,4.6,18.0,26.1,16.1,51.9,7.0,13.0,140.45,4.0,66.3,11.2,38.5,5.0,1.0,,19.1,3.0,1650.01,2163.0,Q1
29.0,Female,USA,Houston,2.6,15.0,28.4,7.6,57.2,8.0,13.0,127.28,4.0,27.2,11.3,4.7,7.0,2.0,68.4,18.5,2.0,1594.49,808.0,Q1
,Female,UK,London,8.0,8.0,20.1,4.8,83.3,3.0,5.0,203.23,,30.0,1.6,1.6,7.0,0.0,7.9,,1.0,1076.39,925.0,Q1
56.0,Male,USA,Phoenix,7.2,17.0,29.3,12.0,42.7,6.0,21.0,132.31,49.0,42.9,1.2,20.9,8.0,5.0,34.9,21.9,3.0,2993.55,2434.0,Q2
37.0,Male,India,Bangalore,0.3,25.0,53.8,15.7,45.0,,24.0,144.94,3.0,63.8,0.4,51.0,8.0,4.0,92.7,35.8,3.0,3061.31,,Q1
45.0,Female,USA,Chicago,2.3,3.0,30.0,7.4,59.6,6.0,20.0,197.02,11.0,36.9,4.4,13.3,8.0,,14.8,16.1,4.0,4011.24,1096.0,Q2
28.0,Male,Australia,Adelaide,1.2,19.0,36.2,,47.7,9.0,19.0,82.63,6.0,52.4,3.6,40.9,1.0,6.0,54.7,22.8,3.0,1808.87,2726.0,Q3
30.0,Male,Australia,Sydney,2.6,13.0,25.2,10.1,70.5,2.0,7.0,119.55,,23.9,4.9,21.8,3.0,4.0,25.1,20.9,3.0,843.08,2722.0,Q3
52.0,Male,Japan,Yokohama,0.9,7.0,24.4,5.8,71.7,4.0,20.0,116.12,15.0,59.3,13.6,9.7,6.0,3.0,31.9,22.2,3.0,2316.71,1877.0,Q2
34.0,Male,UK,Birmingham,3.5,13.0,33.1,6.6,51.9,7.0,13.0,155.77,89.0,,,30.2,3.0,3.0,28.5,24.0,1.0,1323.08,1425.0,Q4
22.0,Female,USA,Houston,3.4,10.0,,9.6,61.2,7.0,11.0,124.26,20.0,61.1,0.5,17.2,10.0,1.0,32.8,22.4,4.0,1426.78,589.0,Q1
18.0,Female,Germany,Munich,5.3,0.0,24.1,8.0,45.2,5.0,7.800000000000001,172.3,17.0,40.440000000000005,10.0,20.7,8.0,2.0,,19.7,4.0,1024.94,0.0,Q4
35.0,Male,Germany,Berlin,5.4,20.0,37.8,10.7,39.2,8.0,16.0,105.81,4.0,38.7,1.6,20.6,8.0,1.0,68.4,34.7,3.0,1964.32,2690.0,Q3
64.0,Male,France,Marseille,1.8,2.0,3.4,4.6,89.5,0.0,9.0,223.79,27.0,87.5,12.9,1.1,6.0,0.0,0.0,7.2,3.0,2160.08,169.0,Q2
39.0,Male,Canada,Ottawa,3.3,12.0,14.8,8.5,72.6,2.0,12.0,66.4,15.0,52.8,2.3,22.4,4.0,4.0,49.2,14.4,1.0,655.76,2609.0,Q3
37.0,Male,India,Bangalore,1.3,0.0,6.6,2.4,81.9,,15.6,102.93,30.0,37.2,3.0,0.0,10.0,0.0,,12.8,,1128.25,856.0,Q4
39.0,Male,India,Bangalore,1.2,11.0,,9.8,69.2,5.0,19.0,114.74,39.0,40.4,0.5,29.4,4.0,0.0,11.2,,2.0,1854.39,312.0,Q2
,Female,India,Chennai,3.3,22.0,39.9,10.4,38.3,3.0,15.0,63.96,13.0,48.1,,24.5,5.0,,30.0,32.8,1.0,1133.65,2884.0,Q3
53.0,Female,Canada,Calgary,1.9,6.0,,,70.1,3.0,6.0,72.21,24.0,14.4,13.5,10.1,3.0,1.0,18.7,6.5,1.0,425.13,3179.0,Q3
37.0,Male,USA,New York,2.5,5.0,23.2,8.4,71.2,2.0,13.0,103.61,37.0,,19.4,0.0,2.0,3.0,,16.0,3.0,1474.13,1751.0,Q3
35.0,Female,France,Toulouse,3.5,31.0,45.8,15.5,20.8,9.0,22.0,124.17,42.0,60.1,10.0,59.4,5.0,4.0,96.6,36.4,2.0,3033.75,1465.0,Q3
36.0,Male,France,Lyon,1.6,15.0,17.8,6.1,78.2,5.0,6.5,138.48,10.0,48.24,0.4,11.4,4.0,1.0,5.2,,1.0,621.12,1874.0,Q4
42.0,Female,USA,Los Angeles,6.0,14.0,23.3,7.9,64.3,3.0,8.0,65.74,16.0,51.0,2.6,8.7,4.0,6.0,48.0,10.2,3.0,459.62,3257.0,Q1
32.0,Female,USA,New York,6.3,4.0,25.2,6.2,76.9,3.0,15.0,121.75,58.0,47.5,11.4,17.3,2.0,2.0,22.4,4.3,2.0,1464.13,,Q1
18.0,Female,USA,Chicago,3.2,21.0,47.3,11.6,34.1,,16.0,94.01,12.0,41.9,1.7,38.1,6.0,12.0,68.1,37.5,4.0,1339.23,3212.0,Q1
37.0,Male,France,Toulouse,2.1,2.0,30.6,,58.8,3.0,12.0,114.17,38.0,53.6,3.2,8.7,6.0,2.0,31.3,14.9,2.0,1168.27,2952.0,Q1
32.0,Female,Canada,Montreal,4.0,0.0,11.4,4.6,83.8,0.0,3.0,106.76,13.0,72.4,5.1,0.7,6.0,0.0,21.0,9.9,1.0,271.12,725.0,Q1
43.0,Male,Germany,Berlin,8.4,8.0,26.0,10.5,57.5,6.0,19.5,125.86,38.0,36.0,15.9,,9.0,3.0,0.0,12.4,2.0,2199.3,460.0,Q4
35.0,Male,USA,Chicago,3.1,2.0,14.0,5.6,82.0,1.0,6.0,162.11,18.0,44.5,1.6,2.5,8.0,2.0,0.0,17.4,3.0,1022.71,1860.0,Q1
25.0,Female,France,Lyon,2.5,7.0,5.4,3.3,72.1,1.0,7.0,66.91,,,0.8,7.9,6.0,1.0,0.0,10.7,4.0,516.28,181.0,Q3
36.0,Female,Canada,Calgary,7.6,21.0,53.3,16.3,25.5,7.0,23.0,156.27,116.0,43.1,4.0,24.0,3.0,3.0,73.2,34.7,1.0,4048.35,3472.0,Q2
41.0,Female,Australia,Melbourne,8.0,14.0,46.0,11.2,38.3,9.0,29.0,77.29,79.0,21.8,3.0,19.9,2.0,3.0,13.1,27.4,3.0,2454.65,3987.0,Q3
28.0,Female,Canada,Toronto,2.0,12.0,22.3,9.2,41.0,3.0,12.0,92.45,23.0,48.2,15.7,0.9,9.0,4.0,11.7,21.2,5.0,979.71,1096.0,Q2
38.0,Female,France,Toulouse,3.5,14.0,36.9,10.9,56.6,3.0,15.6,118.35,19.0,78.36,0.9,21.5,7.0,3.0,,20.0,2.0,1325.87,0.0,Q4
33.0,Male,Canada,Ottawa,2.1,5.0,14.0,2.5,75.0,1.0,10.0,104.37,55.0,2.4,5.4,2.6,6.0,1.0,5.4,4.6,4.0,1018.87,2516.0,Q3
40.0,Male,UK,Birmingham,0.9,7.0,20.8,6.0,59.7,5.0,11.0,63.94,15.0,27.2,1.4,23.7,7.0,2.0,22.2,17.7,2.0,687.48,147.0,Q1
33.0,Female,UK,Birmingham,2.2,2.0,16.3,1.4,72.9,4.0,7.0,94.96,14.0,,5.2,21.2,5.0,1.0,33.1,11.2,3.0,794.04,0.0,Q3
47.0,Male,Canada,Toronto,1.5,13.0,27.0,9.9,51.9,6.0,15.6,156.63,7.0,82.68,2.9,21.6,3.0,5.0,45.8,22.8,4.0,1891.63,1713.0,Q4
49.0,Female,Germany,Cologne,3.3,6.0,23.3,7.8,49.1,5.0,10.4,104.15,25.0,58.2,3.0,,6.0,1.0,0.0,8.8,2.0,915.45,2259.0,Q4
45.0,Male,Germany,Cologne,0.6,13.0,30.7,10.5,65.2,5.0,18.2,83.4,16.0,,12.5,23.1,5.0,,51.0,17.6,1.0,1208.91,4130.0,Q4
56.0,Female,USA,New York,1.8,9.0,29.2,9.7,28.8,9.0,13.0,109.01,62.0,47.9,9.5,21.5,6.0,4.0,,23.2,4.0,1153.24,2067.0,Q1
18.0,Female,USA,Chicago,4.3,13.0,19.2,3.1,70.4,0.0,12.0,118.93,31.0,36.4,6.4,6.7,11.0,,12.1,19.8,1.0,1593.39,3919.0,Q2
37.0,Female,France,Toulouse,3.1,25.0,53.2,13.3,34.3,13.0,21.0,80.96,29.0,18.0,13.0,32.4,3.0,3.0,60.0,29.7,5.0,1825.41,4718.0,Q3
37.0,Male,Japan,Tokyo,3.4,8.0,11.6,5.4,65.5,1.0,4.0,168.46,13.0,22.6,13.7,,8.0,0.0,0.0,9.6,,619.73,1397.0,Q3
28.0,Male,UK,Leeds,4.8,14.0,33.4,8.5,58.1,4.0,11.7,63.03,9.0,30.36,0.4,20.2,8.0,1.0,16.5,14.1,1.0,509.0,1120.0,Q4
45.0,Male,Germany,Munich,1.6,10.0,15.4,4.8,87.1,2.0,7.800000000000001,95.61,63.0,,,6.0,6.0,1.0,25.9,0.0,3.0,610.97,,Q4
30.0,Male,Canada,Calgary,2.5,7.0,23.9,8.3,72.7,1.0,15.6,178.15,10.0,19.8,9.7,,7.0,2.0,22.3,,1.0,2491.42,,Q4
48.0,Female,Canada,Vancouver,1.0,2.0,23.3,9.6,63.6,2.0,11.0,177.06,1.0,18.7,10.7,,4.0,,12.8,12.5,1.0,2039.87,473.0,Q1
41.0,Female,France,Lyon,2.3,2.0,32.1,8.2,54.6,3.0,13.0,79.03,10.0,71.16,2.5,,9.0,3.0,39.9,,3.0,807.79,1432.0,Q4
39.0,Male,USA,Phoenix,1.0,13.0,26.7,10.9,54.4,3.0,9.0,122.7,46.0,10.2,,15.4,9.0,3.0,38.8,23.3,3.0,1278.41,,Q3
35.0,Male,USA,New York,1.4,8.0,26.7,8.5,53.7,2.0,16.0,90.86,6.0,27.4,1.1,47.2,5.0,6.0,,26.8,1.0,1163.82,2433.0,Q3
24.0,Female,Japan,Osaka,2.8,8.0,,5.2,62.4,0.0,5.0,277.1,5.0,3.5,3.9,13.6,9.0,1.0,12.2,8.6,1.0,1653.28,179.0,Q1
41.0,Female,USA,Houston,1.8,17.0,31.3,10.0,59.6,10.0,13.0,135.33,1.0,24.3,0.8,22.3,6.0,5.0,25.4,22.3,4.0,1558.3,,Q2
34.0,Female,Canada,Montreal,1.1,12.0,19.2,6.0,67.3,4.0,8.0,123.94,19.0,33.2,5.5,18.8,10.0,3.0,,10.5,3.0,796.48,2276.0,Q1
45.0,Male,Australia,Perth,5.4,8.0,27.0,9.4,55.1,10.0,13.0,50.58,7.0,41.5,,39.6,2.0,4.0,45.8,,2.0,767.63,765.0,Q2
41.0,Male,Japan,Yokohama,2.3,1.0,13.9,1.0,81.2,0.0,3.0,131.67,25.0,20.2,1.6,5.9,7.0,0.0,17.2,10.5,1.0,338.28,525.0,Q3
38.0,Female,UK,Manchester,3.1,8.0,,5.1,74.9,0.0,11.7,62.48,25.0,54.0,,19.6,5.0,0.0,12.5,9.3,1.0,671.81,480.0,Q4
18.0,Male,USA,New York,0.6,22.0,31.0,14.3,51.0,6.0,14.0,91.91,9.0,51.7,2.4,34.4,3.0,5.0,32.6,31.3,3.0,1145.55,3805.0,Q1
35.0,Male,USA,Houston,2.5,9.0,30.3,8.8,74.3,0.0,11.0,117.49,29.0,43.1,1.2,18.2,5.0,2.0,24.8,9.7,2.0,1175.45,1703.0,Q3
47.0,Male,Canada,Montreal,8.4,19.0,47.0,11.9,34.4,7.0,18.0,141.04,8.0,22.5,8.5,41.5,3.0,7.0,64.4,34.5,2.0,2192.45,3020.0,Q3
21.0,Female,Japan,Osaka,2.3,29.0,42.6,16.1,43.9,6.0,20.0,94.64,21.0,80.2,2.4,30.9,4.0,4.0,38.7,30.6,2.0,1703.81,3274.0,Q1
46.0,Female,UK,Glasgow,1.0,19.0,27.5,13.0,50.9,7.0,9.0,114.09,59.0,81.7,3.0,27.6,8.0,,32.1,21.7,1.0,1177.42,1601.0,Q1
22.0,Female,USA,New York,4.5,0.0,16.8,5.8,54.6,0.0,7.800000000000001,115.15,,33.72,6.0,6.2,12.0,0.0,0.0,15.3,1.0,748.33,,Q4
33.0,Female,USA,Phoenix,1.6,12.0,24.0,7.1,80.0,0.0,6.0,174.73,74.0,45.4,7.1,1.8,3.0,3.0,,,2.0,876.36,889.0,Q1
23.0,Male,USA,Phoenix,0.4,25.0,34.3,,43.4,9.0,17.0,114.09,22.0,20.0,11.0,40.4,1.0,2.0,20.4,23.9,1.0,2015.69,3105.0,Q2
40.0,Male,USA,Phoenix,1.6,0.0,13.7,3.1,77.2,3.0,5.0,130.34,5.0,6.6,27.8,14.3,5.0,1.0,,9.7,2.0,752.31,499.0,Q3
52.0,Female,India,Hyderabad,3.0,15.0,30.6,8.2,49.6,4.0,22.1,89.48,29.0,30.84,7.6,18.6,2.0,6.0,23.1,25.4,1.0,1296.98,1446.0,Q4
28.0,Male,UK,Manchester,0.5,8.0,21.9,10.4,56.0,3.0,12.0,128.73,2.0,59.1,15.9,,4.0,4.0,,12.5,3.0,1253.09,2127.0,Q2
33.0,Male,Australia,Sydney,4.6,13.0,22.2,8.4,88.5,2.0,7.0,181.07,49.0,25.3,2.9,19.6,5.0,5.0,24.5,16.8,4.0,1505.26,1273.0,Q3
37.0,Other,Australia,Sydney,0.2,7.0,12.9,5.6,76.8,3.0,13.0,128.02,,5.3,7.7,16.0,4.0,0.0,35.6,7.4,3.0,1635.8,3530.0,Q1
18.0,Male,Australia,Melbourne,1.5,18.0,36.9,9.0,40.2,11.0,20.0,178.67,31.0,8.0,9.3,41.6,4.0,3.0,55.8,26.1,4.0,3718.17,2387.0,Q1
50.0,Female,USA,Los Angeles,4.2,15.0,28.6,9.1,50.3,11.0,23.0,190.04,1.0,,4.4,18.0,4.0,1.0,41.9,,2.0,5171.72,3332.0,Q1
51.0,Male,USA,Los Angeles,2.1,0.0,14.9,6.7,65.9,0.0,11.0,113.04,14.0,66.1,19.6,6.5,7.0,2.0,16.1,21.9,3.0,1135.74,958.0,Q3
21.0,Male,France,Toulouse,2.7,1.0,9.4,4.6,64.3,0.0,5.2,91.75,7.0,36.72,2.8,4.3,5.0,1.0,0.0,2.3,3.0,297.45,,Q4
